superevent_id,preferred_event,t_0,pipeline,search,group,far,skymap
S250810ca,G588951,1438865346.213867,gstlal,AllSky,CBC,8.809155581736188e-06,./skymaps/G588951_skymap.fits
S250810bu,G588925,1438862907.470947,gstlal,AllSky,CBC,2.297655274001994e-05,./skymaps/G588925_skymap.fits
S250810bk,G588888,1438852212.634981,MBTA,AllSky,CBC,1.505187e-05,./skymaps/G588888_skymap.fits
S250810bd,G588872,1438847387.174316,pycbc,AllSky,CBC,1.417793518988348e-05,./skymaps/G588872_skymap.fits
S250810ab,G588788,1438831560.63623,pycbc,AllSky,CBC,1.057168424848885e-05,./skymaps/G588788_skymap.fits
S250810w,G588765,1438829034.279737,MBTA,AllSky,CBC,9.195143e-06,./skymaps/G588765_skymap.fits
S250809be,G588625,1438781655.996094,pycbc,AllSky,CBC,9.259053251463e-06,./skymaps/G588625_skymap.fits
S250809an,G588578,1438769518.621094,gstlal,AllSky,CBC,1.821001071513653e-05,./skymaps/G588578_skymap.fits
S250809ab,G588541,1438764456.205223,gstlal,AllSky,CBC,1.789996181742261e-05,./skymaps/G588541_skymap.fits
S250808ct,G588270,1438684831.209791,MBTA,AllSky,CBC,2.181625e-05,./skymaps/G588270_skymap.fits
S250808cq,G588253,1438683204.53125,spiir,AllSky,CBC,1.909578713821247e-05,./skymaps/G588253_skymap.fits
S250808cg,G588227,1438681023.271558,gstlal,AllSky,CBC,5.082860177470822e-06,./skymaps/G588227_skymap.fits
S250808cb,G588217,1438680077.535034,gstlal,AllSky,CBC,2.160685653515543e-05,./skymaps/G588217_skymap.fits
S250808bb,G588156,1438668179.934982,MBTA,AllSky,CBC,2.289899e-05,./skymaps/G588156_skymap.fits
S250808y,G588067,1438653415.540041,MBTA,AllSky,CBC,2.190046e-05,./skymaps/G588067_skymap.fits
S250808o,G588045,1438650379.112313,gstlal,AllSky,CBC,2.084529483327968e-05,./skymaps/G588045_skymap.fits
S250808d,G588022,1438647264.807983,gstlal,AllSky,CBC,2.151992084421183e-05,./skymaps/G588022_skymap.fits
S250807y,G587777,1438574635.557654,MBTA,AllSky,CBC,6.162135e-06,./skymaps/G587777_skymap.fits
S250807j,G587736,1438567071.689453,pycbc,AllSky,CBC,9.619203213726126e-06,./skymaps/G587736_skymap.fits
S250806fj,G587692,1438559006.006348,pycbc,AllSky,CBC,1.042819442183521e-05,./skymaps/G587692_skymap.fits
S250806ec,G587618,1438548928.27793,gstlal,AllSky,CBC,5.222563011107413e-06,./skymaps/G587618_skymap.fits
S250806dz,G587610,1438548524.197632,gstlal,AllSky,CBC,1.703808284494766e-05,./skymaps/G587610_skymap.fits
S250806dt,G587589,1438546841.063477,pycbc,AllSky,CBC,1.82764227551628e-05,./skymaps/G587589_skymap.fits
S250806dg,G587552,1438538376.114014,gstlal,AllSky,CBC,2.15189574301698e-05,./skymaps/G587552_skymap.fits
S250806bl,G587416,1438501729.929199,gstlal,AllSky,CBC,4.324252387669309e-06,./skymaps/G587416_skymap.fits
S250806bj,G587403,1438499467.666992,pycbc,AllSky,CBC,1.894097387286555e-05,./skymaps/G587403_skymap.fits
S250806ap,G587353,1438492898.475586,pycbc,AllSky,CBC,1.910917055708871e-05,./skymaps/G587353_skymap.fits
S250806ah,G587338,1438489950.971313,gstlal,AllSky,CBC,1.082754550024848e-06,./skymaps/G587338_skymap.fits
S250805eo,G587256,1438471974.944458,gstlal,AllSky,CBC,1.00941507247407e-05,./skymaps/G587256_skymap.fits
S250805eh,G587242,1438466398.338379,spiir,AllSky,CBC,9.542070984025486e-06,./skymaps/G587242_skymap.fits
S250805eg,G587214,1438436966.935683,MBTA,AllSky,CBC,1.885346e-07,./skymaps/G587214_skymap.fits
S250805dr,G587168,1438428824.016721,gstlal,AllSky,CBC,1.711284539066428e-05,./skymaps/G587168_skymap.fits
S250805cu,G587111,1438421167.943832,gstlal,AllSky,CBC,9.288730788093698e-06,./skymaps/G587111_skymap.fits
S250805ct,G587115,1438421133.423096,gstlal,AllSky,CBC,3.961399873068587e-06,./skymaps/G587115_skymap.fits
S250805cd,G587085,1438417716.29248,spiir,AllSky,CBC,6.256661436054856e-06,./skymaps/G587085_skymap.fits
S250805ad,G586980,1438397142.864258,spiir,AllSky,CBC,1.464423621655442e-05,./skymaps/G586980_skymap.fits
S250804e,G586632,1438304149.444824,pycbc,AllSky,CBC,2.44661240854915e-06,./skymaps/G586632_skymap.fits
S250803cg,G586537,1438275431.911585,gstlal,AllSky,CBC,2.631974787278078e-06,./skymaps/G586537_skymap.fits
S250803cd,G586529,1438273575.248535,pycbc,AllSky,CBC,1.887382190100999e-05,./skymaps/G586529_skymap.fits
S250803bn,G586486,1438265166.419798,gstlal,AllSky,CBC,1.220098777218074e-05,./skymaps/G586486_skymap.fits
S250803ao,G586404,1438232126.41528,MBTA,AllSky,CBC,1.808081e-05,./skymaps/G586404_skymap.fits
S250803z,G586364,1438227118.073742,MBTA,AllSky,CBC,4.660509e-06,./skymaps/G586364_skymap.fits
S250802en,G586313,1438214043.084448,gstlal,AllSky,CBC,1.626186623471043e-05,./skymaps/G586313_skymap.fits
S250802ef,G586293,1438209595.419518,MBTA,AllSky,CBC,2.040603e-06,./skymaps/G586293_skymap.fits
S250802dq,G586249,1438203076.693848,pycbc,AllSky,CBC,1.20297055996737e-05,./skymaps/G586249_skymap.fits
S250802dn,G586239,1438201530.021973,MBTA,AllSky,CBC,5.494101e-08,./skymaps/G586239_skymap.fits
S250802dd,G586214,1438192597.760254,pycbc,AllSky,CBC,4.154236372102811e-06,./skymaps/G586214_skymap.fits
S250802ch,G586138,1438165347.660977,gstlal,AllSky,CBC,1.349139874186076e-05,./skymaps/G586138_skymap.fits
