dur,imx,imy,ndets,solid_angle,timeID,time,A,Epeak,gamma,nllh,bkg_nllh,TS
8.192,0.98,0.32,8972,9132.761152463234,-40968192,785996574.2783401,0.0019233330131571318,666.4796424627684,-0.1,102.1297689833111,244.3138665406969,16.863220188171997
8.192,0.98,0.32,8972,9132.761152463234,-20488192,785996576.3263401,0.001915790345462841,617.3196693210714,-0.1,99.56153914502201,222.648708103871,15.689943846862485
8.192,0.98,0.32,8972,9132.761152463234,8192,785996578.37434,0.0016256393607050484,639.470994925132,-0.1,95.31210741750462,188.80706066656154,13.674425271217574
16.384,0.98,0.32,8972,9132.761152463234,-409616384,785996574.2783401,0.001468385570714416,614.8357185571622,-0.1,103.24294564757915,247.85987817246195,17.006876992845147
16.384,0.98,0.32,8972,9132.761152463234,-819216384,785996570.18234,0.001336140220085704,674.1623332486449,-0.1,102.5883079741828,241.2838481218572,16.65506170193761
0.256,-0.04,-0.08,15537,15536.999999999996,-76160256,785996570.75834,0.0007460951140247921,1000.0,1.7210083474935507,31.116236322140207,36.44029230716496,3.2631444911388012
0.256,-0.04,-0.08,15537,15536.999999999996,-76800256,785996570.6943401,0.0012180719920561493,1000.0,1.0276483329646333,30.130378440202957,35.085777775195,3.148142098124556
0.256,-0.04,-0.08,15537,15536.999999999996,-67840256,785996571.59034,0.0014780421818096194,1000.0,0.911490084797664,33.01354340832562,39.81800920848205,3.689028544252927
0.256,-0.04,-0.08,15537,15536.999999999996,-67200256,785996571.65434,0.001380844135286969,441.0911886156764,1.1735140126570744,32.89446351605883,39.15264053708725,3.537845960758728
0.256,-0.04,-0.08,15537,15536.999999999996,-16000256,785996576.77434,0.00880259935310018,138.17125788276206,-0.1,30.70057655715626,40.30374430775644,4.382503337272016
0.256,-0.04,-0.08,15537,15536.999999999996,-15360256,785996576.83834,0.0017137342628135534,264.494434767837,1.0649929409164007,30.14677387149226,36.70068351493228,3.62047224638997
0.256,-0.04,-0.08,15537,15536.999999999996,-11520256,785996577.2223401,0.001670372636488768,958.7575536922255,0.2237905281529914,31.105195087297677,39.016279375403,3.9777089607223215
0.256,-0.04,-0.08,15537,15536.999999999996,-12160256,785996577.1583401,0.0015386372780879876,1000.0,0.36667708431406376,30.630823046194216,37.26091690950753,3.6414540676255447
